  6.1992003e-05  1.7830001e-08  0.0000000e+00
  6.5254739e-05 -2.1559999e-06  2.1729999e-08
  6.8879999e-05 -2.4030001e-06  2.6760000e-08
  7.2931769e-05 -2.6949999e-06  3.3319999e-08
  7.7490004e-05 -3.0430001e-06  4.2020002e-08
  8.2655999e-05 -3.4630000e-06  5.3750000e-08
  8.8560002e-05 -3.9769998e-06  6.9850003e-08
  9.5372307e-05 -4.6139999e-06  9.2500002e-08
  1.0332000e-04 -5.4100001e-06  1.2510000e-07
  1.1271270e-04 -6.4400001e-06  1.7340000e-07
  1.2398401e-04 -7.7799996e-06  2.4750000e-07
  1.3050951e-04 -8.6050004e-06  2.9949999e-07
  1.3776000e-04 -9.5699997e-06  3.6579999e-07
  1.4089090e-04 -9.9999997e-06  3.9750000e-07
  1.4416740e-04 -1.0470000e-05  4.3259999e-07
  1.4760000e-04 -1.0950000e-05  4.7169999e-07
  1.5120000e-04 -1.1470000e-05  5.1550001e-07
  1.5498001e-04 -1.2020000e-05  5.6400000e-07
  1.5694179e-04 -1.2300000e-05  5.9100000e-07
  1.5895380e-04 -1.2600000e-05  6.1899999e-07
  1.6101819e-04 -1.2900000e-05  6.4900001e-07
  1.6313689e-04 -1.3210000e-05  6.8050002e-07
  1.6531200e-04 -1.3530000e-05  7.1400001e-07
  1.6754591e-04 -1.3840000e-05  7.5000003e-07
  1.6984111e-04 -1.4170000e-05  7.8800002e-07
  1.7172300e-04 -1.4350000e-05  9.0349999e-07
  1.7196120e-04 -1.4350000e-05  8.8849998e-07
  1.7220000e-04 -1.4370000e-05  8.8399997e-07
  1.7231971e-04 -1.4380000e-05  8.8199999e-07
  1.7243950e-04 -1.4390000e-05  8.8299998e-07
  1.7255951e-04 -1.4410000e-05  9.0449998e-07
  1.7267971e-04 -1.4410000e-05  9.2549999e-07
  1.7280001e-04 -1.4400000e-05  9.5349998e-07
  1.7292050e-04 -1.4370000e-05  9.6799999e-07
  1.7304120e-04 -1.4330000e-05  9.5550001e-07
  1.7316200e-04 -1.4310000e-05  9.2300002e-07
  1.7328300e-04 -1.4310000e-05  8.7050000e-07
  1.7340420e-04 -1.4350000e-05  8.3100002e-07
  1.7352559e-04 -1.4390000e-05  8.3350000e-07
  1.7364710e-04 -1.4420000e-05  8.8050001e-07
  1.7376880e-04 -1.4420000e-05  9.1150002e-07
  1.7389060e-04 -1.4400000e-05  9.5051001e-07
  1.7391500e-04 -1.4350000e-05  9.7099996e-07
  1.7393941e-04 -1.4300000e-05  1.0120000e-06
  1.7396380e-04 -1.4250000e-05  1.0600000e-06
  1.7398820e-04 -1.4200000e-05  1.1140000e-06
  1.7401260e-04 -1.4150000e-05  1.1750000e-06
  1.7403709e-04 -1.4100000e-05  1.2230000e-06
  1.7406150e-04 -1.4040000e-05  1.2430000e-06
  1.7408590e-04 -1.3980000e-05  1.1960000e-06
  1.7411041e-04 -1.3920000e-05  1.1220000e-06
  1.7413480e-04 -1.3880000e-05  1.0410000e-06
  1.7415930e-04 -1.3860000e-05  9.5949997e-07
  1.7418381e-04 -1.3830000e-05  8.7149999e-07
  1.7420819e-04 -1.3810000e-05  7.8400001e-07
  1.7423270e-04 -1.3790000e-05  6.4850002e-07
  1.7425721e-04 -1.3790000e-05  5.1299997e-07
  1.7428170e-04 -1.3810000e-05  3.7760000e-07
  1.7430620e-04 -1.3830000e-05  3.0999999e-07
  1.7433069e-04 -1.3860000e-05  2.8299999e-07
  1.7435520e-04 -1.3900000e-05  2.7630000e-07
  1.7437970e-04 -1.3940000e-05  2.7650000e-07
  1.7440430e-04 -1.3990000e-05  2.7659999e-07
  1.7442880e-04 -1.4050000e-05  2.6999999e-07
  1.7445339e-04 -1.4120000e-05  2.5649999e-07
  1.7447790e-04 -1.4170000e-05  2.4990001e-07
  1.7450249e-04 -1.4210000e-05  2.4319999e-07
  1.7462540e-04 -1.4320000e-05  2.4389999e-07
  1.7712000e-04 -1.5210000e-05  2.5759999e-07
  1.9074460e-04 -1.8010000e-05  3.4289999e-07
  2.0664000e-04 -2.1350001e-05  4.6660000e-07
  2.2542549e-04 -2.5519999e-05  6.5149999e-07
  2.4796801e-04 -3.0910000e-05  9.3800003e-07
  2.7552000e-04 -3.8440001e-05  1.4010000e-06
  3.0996001e-04 -4.8800001e-05  2.1880001e-06
  3.5424001e-04 -6.3949999e-05  3.6150000e-06
  4.1328001e-04 -8.7100001e-05  6.4209999e-06
  4.4280000e-04 -9.9999997e-05  8.2810002e-06
  4.7686149e-04 -1.1590000e-04  1.0880000e-05
  5.1659998e-04 -1.3570000e-04  1.4560000e-05
  5.6356372e-04 -1.6070000e-04  1.9949999e-05
  6.1992003e-04 -1.9200001e-04  2.8070001e-05
  6.5254740e-04 -2.1010000e-04  3.3670000e-05
  6.5948942e-04 -2.1450000e-04  3.4950001e-05
  6.6124799e-04 -2.1580000e-04  3.6250000e-05
  6.6160079e-04 -2.1590000e-04  3.6300000e-05
  6.6195411e-04 -2.1610000e-04  3.6360001e-05
  6.6230772e-04 -2.1660000e-04  3.6410001e-05
  6.6266168e-04 -2.1699999e-04  3.6469999e-05
  6.6301599e-04 -2.1760000e-04  3.7049998e-05
  6.6337083e-04 -2.1810000e-04  3.7639998e-05
  6.6372601e-04 -2.1850000e-04  3.8400001e-05
  6.6408142e-04 -2.1860001e-04  3.9510000e-05
  6.6443731e-04 -2.1800000e-04  4.0970001e-05
  6.6479360e-04 -2.1699999e-04  4.2090000e-05
  6.6493620e-04 -2.1660000e-04  4.2290001e-05
  6.6515018e-04 -2.1610000e-04  4.1800002e-05
  6.6550728e-04 -2.1519999e-04  4.1070001e-05
  6.6586467e-04 -2.1440000e-04  4.1039999e-05
  6.6622248e-04 -2.1410000e-04  4.1100000e-05
  6.6658069e-04 -2.1440000e-04  3.9220002e-05
  6.6693919e-04 -2.1480001e-04  3.8040002e-05
  6.6729821e-04 -2.1630000e-04  3.8450002e-05
  6.6765753e-04 -2.1750000e-04  3.9039998e-05
  6.6801731e-04 -2.1800000e-04  4.0870000e-05
  6.6837738e-04 -2.1750000e-04  4.2340002e-05
  6.6873792e-04 -2.1580000e-04  4.4169999e-05
  6.6909881e-04 -2.1450000e-04  4.4060002e-05
  6.6945999e-04 -2.1370000e-04  4.1820000e-05
  6.6982169e-04 -2.1390000e-04  4.0460000e-05
  6.7018380e-04 -2.1509999e-04  4.0700001e-05
  6.7032868e-04 -2.1600000e-04  4.0899999e-05
  6.7047367e-04 -2.1719999e-04  4.1280000e-05
  6.7061879e-04 -2.1850000e-04  4.1480002e-05
  6.7076390e-04 -2.1950000e-04  4.1690000e-05
  6.7090912e-04 -2.1990000e-04  4.2780001e-05
  6.7105441e-04 -2.1970000e-04  4.4929999e-05
  6.7119970e-04 -2.1780000e-04  4.8160000e-05
  6.7134498e-04 -2.1380000e-04  5.3160002e-05
  6.7149050e-04 -2.0960000e-04  5.7110999e-05
  6.7163602e-04 -2.0690000e-04  6.1008999e-05
  6.7178148e-04 -2.0460000e-04  6.3159998e-05
  6.7192718e-04 -2.0210000e-04  5.9660000e-05
  6.7207293e-04 -1.9930000e-04  4.9729999e-05
  6.7221862e-04 -1.9690000e-04  4.1219999e-05
  6.7236437e-04 -1.9470000e-04  3.7689999e-05
  6.7272928e-04 -1.9650000e-04  3.2330001e-05
  6.7309447e-04 -2.0220000e-04  3.0520001e-05
  6.7346008e-04 -2.0540001e-04  3.0220001e-05
  6.7382609e-04 -2.0759999e-04  2.9560000e-05
  6.7419250e-04 -2.0900001e-04  2.9440000e-05
  6.7455933e-04 -2.1010000e-04  2.9490000e-05
  6.7492650e-04 -2.1100001e-04  2.9370000e-05
  6.7529408e-04 -2.1200000e-04  2.8529999e-05
  6.7536772e-04 -2.1210000e-04  2.8189999e-05
  6.7566207e-04 -2.1290001e-04  2.8230001e-05
  6.8880001e-04 -2.2960000e-04  3.0280000e-05
  7.2931772e-04 -2.6130001e-04  3.7229998e-05
  7.7490002e-04 -2.9550001e-04  4.6310000e-05
  8.2656002e-04 -3.3489999e-04  5.8320002e-05
  8.5506210e-04 -3.5690001e-04  6.5770000e-05
  8.8559999e-04 -3.8039999e-04  7.4479998e-05
  8.9843478e-04 -3.9030000e-04  7.8379999e-05
  9.1164710e-04 -4.0070000e-04  8.2480001e-05
  9.1840001e-04 -4.0680001e-04  8.4680003e-05
  9.2525373e-04 -4.1410001e-04  8.8790002e-05
  9.2871912e-04 -4.1840001e-04  9.2939998e-05
  9.3011261e-04 -4.2030000e-04  9.6090000e-05
  9.3081081e-04 -4.2070000e-04  9.8639997e-05
  9.3151018e-04 -4.1980000e-04  1.0200000e-04
  9.3221047e-04 -4.1700000e-04  1.0460000e-04
  9.3249098e-04 -4.1579999e-04  1.0510000e-04
  9.3291199e-04 -4.1440001e-04  1.0400000e-04
  9.3361450e-04 -4.1290000e-04  1.0240000e-04
  9.3431812e-04 -4.1189999e-04  1.0250000e-04
  9.3502272e-04 -4.1050001e-04  1.0270000e-04
  9.3572831e-04 -4.1030001e-04  9.8539997e-05
  9.3643513e-04 -4.1240000e-04  9.5989999e-05
  9.3714288e-04 -4.1589999e-04  9.6989999e-05
  9.3785179e-04 -4.1859999e-04  9.8390003e-05
  9.3856169e-04 -4.1990000e-04  1.0260000e-04
  9.3927281e-04 -4.1919999e-04  1.0590000e-04
  9.3998492e-04 -4.1559999e-04  1.1010000e-04
  9.4069802e-04 -4.1119999e-04  1.1000000e-04
  9.4141229e-04 -4.0910000e-04  1.0500000e-04
  9.4212772e-04 -4.1080001e-04  1.0200000e-04
  9.4284408e-04 -4.1400001e-04  1.0270000e-04
