# lambda a86 a57 a38 a25 a17 a11 a7p5 a5p0 a3p3 a2p2 a1p5 a1p0 a0p66 a0p44 a0p29 a0p19 a0p13  a0p087 a0p058 a0p039 a0p026 a0p017 a0p011 a0p0077 a0p0051 a0p0034 a0p0022 a0p0015 a0p0010 a0p00067
   6.1992003000000000E-005  -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       0.99999085868727211       0.99998419048338816       0.99997260335953442       0.99995240314316935       0.99991704379172575       0.99985486602285756       0.99974481194348808       0.99954872889711266       0.99919626812985141       0.99855747640433712       0.99738868818452220       0.99523888097262903       0.99129624677533767     
   6.5254738999999997E-005  -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       0.99999020371033309       0.99998305387142261       0.99997062525327374       0.99994894728815309       0.99991098095339737       0.99984415919850389       0.99972582793442244       0.99951469248989411       0.99913509865910932       0.99844590114519693       0.99718368254424927       0.99485914294798450       0.99061027454790984     
   6.8879998999999995E-005  -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       0.99998946220159990       0.99998176598053212       0.99996838386075793       0.99994502946823383       0.99990410334425028       0.99983202041873853       0.99970425855953593       0.99947607970921659       0.99906504255399708       0.99831806513291232       0.99694888246716706       0.99442753499004755       0.98982974816251212     
   7.2931769000000000E-005  -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       0.99998861636395864       0.99998029829549517       0.99996582620293928       0.99994055643704605       0.99989624567285351       0.99981814841599137       0.99967953064507020       0.99943183037580352       0.99898511341843965       0.99817189249882821       0.99668069100924961       0.99393525496326596       0.98893649605900968     
   7.7490004000000003E-005  -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       0.99998764513595251       0.99997860966705743       0.99996288462045735       0.99993540899600908       0.99988719644061375       0.99980212515546885       0.99965106955549354       0.99938056782195650       0.99889210825079799       0.99800267437548595       0.99636707359132293       0.99335761680531665       0.98790839852830836     
   8.2655998999999993E-005  -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       0.99998651882055134       0.99997665293074556       0.99995947139567720       0.99992943245412280       0.99987668087628734       0.99978351963931367       0.99961781864026666       0.99932085300154283       0.99878409831013393       0.99780377646152518       0.99600384560050670       0.99269061313541995       0.98671838269578394     
   8.8560001999999998E-005  -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       0.99999144105593285       0.99998520029005267       0.99997436019254127       0.99995547091944792       0.99992242270356391       0.99986433601228897       0.99976164969948278       0.99957880859518600       0.99925062071992121       0.99865591862552328       0.99756959816876545       0.99556992528005517       0.99190265098900632       0.98533295885375993     
   9.5372307000000001E-005  -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       0.99999054100982032       0.99998363960274128       0.99997164353572454       0.99995072795582518       0.99991410534822711       0.99984967328138386       0.99973560157333929       0.99953223790357970       0.99916668563876077       0.99850356188591938       0.99728994140944482       0.99505581813932964       0.99095550765401330       0.98371107902334609     
   1.0331999999999999E-004  -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       0.99998946220107443       0.99998176598020927       0.99996838386154707       0.99994502946728370       0.99990410333746438       0.99983202040837649       0.99970425856207978       0.99947607972029351       0.99906504253440609       0.99831806493536213       0.99694888262652526       0.99442753420797081       0.98982974882133679       0.98180247101982299     
   1.1271270000000000E-004  -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       -99999.000000000000       0.99998814806268621       0.99997948434984130       0.99996440652960272       0.99993807574155047       0.99989188549037300       0.99981042886448712       0.99966583258121600       0.99940716196859658       0.99894035679036430       0.99809060186792320       0.99652956935580994       0.99365763210105285       0.98843904324767251       0.97954981416812925     
