 0.102E-01 0.267E+01 0.251E+00
 0.108E-01 0.268E+01 0.252E+00
 0.114E-01 0.269E+01 0.254E+00
 0.121E-01 0.270E+01 0.256E+00
 0.128E-01 0.271E+01 0.258E+00
 0.135E-01 0.273E+01 0.258E+00
 0.143E-01 0.273E+01 0.256E+00
 0.152E-01 0.274E+01 0.260E+00
 0.161E-01 0.275E+01 0.268E+00
 0.170E-01 0.277E+01 0.269E+00
 0.180E-01 0.278E+01 0.263E+00
 0.191E-01 0.279E+01 0.264E+00
 0.202E-01 0.280E+01 0.274E+00
 0.214E-01 0.282E+01 0.279E+00
 0.226E-01 0.283E+01 0.278E+00
 0.239E-01 0.284E+01 0.279E+00
 0.253E-01 0.286E+01 0.283E+00
 0.268E-01 0.288E+01 0.282E+00
 0.284E-01 0.290E+01 0.285E+00
 0.300E-01 0.293E+01 0.276E+00
