 0.354E-07 0.100E+01 0.296E-06
 0.375E-07 0.100E+01 0.373E-06
 0.397E-07 0.100E+01 0.469E-06
 0.420E-07 0.100E+01 0.588E-06
 0.445E-07 0.100E+01 0.738E-06
 0.471E-07 0.100E+01 0.925E-06
 0.498E-07 0.100E+01 0.116E-05
 0.528E-07 0.100E+01 0.146E-05
 0.558E-07 0.100E+01 0.183E-05
 0.591E-07 0.100E+01 0.228E-05
 0.625E-07 0.100E+01 0.286E-05
 0.662E-07 0.100E+01 0.358E-05
 0.701E-07 0.100E+01 0.448E-05
 0.742E-07 0.100E+01 0.560E-05
 0.786E-07 0.100E+01 0.699E-05
 0.831E-07 0.100E+01 0.872E-05
 0.880E-07 0.100E+01 0.108E-04
 0.931E-07 0.100E+01 0.135E-04
 0.986E-07 0.100E+01 0.169E-04
 0.104E-06 0.100E+01 0.211E-04
 0.110E-06 0.100E+01 0.262E-04
 0.117E-06 0.100E+01 0.324E-04
 0.124E-06 0.100E+01 0.404E-04
 0.131E-06 0.100E+01 0.499E-04
 0.139E-06 0.999E+00 0.618E-04
 0.147E-06 0.999E+00 0.766E-04
 0.155E-06 0.999E+00 0.946E-04
 0.165E-06 0.999E+00 0.117E-03
 0.174E-06 0.999E+00 0.145E-03
 0.184E-06 0.999E+00 0.176E-03
 0.195E-06 0.999E+00 0.218E-03
 0.207E-06 0.999E+00 0.267E-03
 0.219E-06 0.999E+00 0.328E-03
 0.231E-06 0.999E+00 0.403E-03
 0.245E-06 0.998E+00 0.489E-03
 0.259E-06 0.998E+00 0.598E-03
 0.274E-06 0.998E+00 0.731E-03
 0.291E-06 0.998E+00 0.887E-03
 0.308E-06 0.998E+00 0.108E-02
 0.326E-06 0.998E+00 0.133E-02
 0.345E-06 0.998E+00 0.162E-02
 0.365E-06 0.997E+00 0.197E-02
 0.386E-06 0.998E+00 0.239E-02
 0.409E-06 0.998E+00 0.290E-02
 0.433E-06 0.999E+00 0.352E-02
 0.458E-06 0.999E+00 0.169E-03
 0.485E-06 0.997E+00 0.205E-03
 0.513E-06 0.997E+00 0.249E-03
 0.543E-06 0.996E+00 0.303E-03
 0.575E-06 0.995E+00 0.369E-03
 0.609E-06 0.994E+00 0.448E-03
 0.644E-06 0.993E+00 0.543E-03
 0.682E-06 0.992E+00 0.655E-03
 0.722E-06 0.991E+00 0.791E-03
 0.764E-06 0.990E+00 0.953E-03
 0.809E-06 0.989E+00 0.115E-02
 0.856E-06 0.987E+00 0.138E-02
 0.906E-06 0.986E+00 0.167E-02
 0.960E-06 0.984E+00 0.199E-02
 0.102E-05 0.982E+00 0.234E-02
 0.108E-05 0.980E+00 0.275E-02
 0.114E-05 0.977E+00 0.327E-02
 0.120E-05 0.974E+00 0.392E-02
 0.127E-05 0.971E+00 0.476E-02
 0.135E-05 0.967E+00 0.575E-02
 0.143E-05 0.963E+00 0.688E-02
 0.151E-05 0.959E+00 0.817E-02
 0.160E-05 0.954E+00 0.969E-02
 0.169E-05 0.948E+00 0.115E-01
 0.179E-05 0.941E+00 0.138E-01
 0.190E-05 0.934E+00 0.167E-01
 0.201E-05 0.926E+00 0.203E-01
 0.213E-05 0.916E+00 0.248E-01
 0.225E-05 0.906E+00 0.302E-01
 0.238E-05 0.895E+00 0.369E-01
 0.252E-05 0.883E+00 0.449E-01
 0.267E-05 0.870E+00 0.545E-01
 0.283E-05 0.855E+00 0.658E-01
 0.299E-05 0.839E+00 0.791E-01
 0.317E-05 0.825E+00 0.956E-01
 0.335E-05 0.803E+00 0.115E+00
 0.355E-05 0.785E+00 0.138E+00
 0.376E-05 0.763E+00 0.167E+00
 0.398E-05 0.741E+00 0.201E+00
 0.421E-05 0.720E+00 0.243E+00
 0.446E-05 0.701E+00 0.294E+00
 0.472E-05 0.687E+00 0.355E+00
 0.499E-05 0.680E+00 0.424E+00
 0.528E-05 0.685E+00 0.502E+00
 0.559E-05 0.704E+00 0.585E+00
 0.592E-05 0.740E+00 0.667E+00
 0.627E-05 0.789E+00 0.743E+00
 0.663E-05 0.850E+00 0.813E+00
 0.702E-05 0.920E+00 0.877E+00
 0.743E-05 0.100E+01 0.935E+00
 0.787E-05 0.109E+01 0.982E+00
 0.833E-05 0.118E+01 0.102E+01
 0.882E-05 0.129E+01 0.105E+01
 0.934E-05 0.141E+01 0.106E+01
 0.988E-05 0.153E+01 0.104E+01
 0.105E-04 0.163E+01 0.996E+00
 0.111E-04 0.172E+01 0.947E+00
 0.117E-04 0.181E+01 0.891E+00
 0.124E-04 0.189E+01 0.808E+00
 0.131E-04 0.193E+01 0.711E+00
 0.139E-04 0.195E+01 0.607E+00
 0.147E-04 0.192E+01 0.519E+00
 0.156E-04 0.187E+01 0.479E+00
 0.165E-04 0.183E+01 0.478E+00
 0.174E-04 0.178E+01 0.507E+00
 0.185E-04 0.188E+01 0.593E+00
 0.196E-04 0.193E+01 0.583E+00
 0.207E-04 0.200E+01 0.538E+00
 0.219E-04 0.204E+01 0.470E+00
 0.232E-04 0.204E+01 0.401E+00
 0.245E-04 0.202E+01 0.361E+00
 0.260E-04 0.201E+01 0.343E+00
 0.275E-04 0.202E+01 0.323E+00
 0.291E-04 0.203E+01 0.288E+00
 0.308E-04 0.201E+01 0.252E+00
 0.326E-04 0.199E+01 0.240E+00
 0.345E-04 0.198E+01 0.238E+00
 0.365E-04 0.197E+01 0.236E+00
 0.387E-04 0.197E+01 0.234E+00
 0.410E-04 0.197E+01 0.233E+00
 0.433E-04 0.197E+01 0.233E+00
 0.459E-04 0.197E+01 0.232E+00
 0.486E-04 0.197E+01 0.231E+00
 0.514E-04 0.197E+01 0.231E+00
 0.544E-04 0.198E+01 0.232E+00
 0.576E-04 0.199E+01 0.229E+00
 0.610E-04 0.199E+01 0.225E+00
 0.645E-04 0.199E+01 0.223E+00
 0.683E-04 0.200E+01 0.222E+00
 0.723E-04 0.200E+01 0.223E+00
 0.766E-04 0.201E+01 0.225E+00
 0.810E-04 0.201E+01 0.226E+00
 0.858E-04 0.202E+01 0.230E+00
 0.908E-04 0.202E+01 0.234E+00
 0.961E-04 0.203E+01 0.236E+00
 0.102E-03 0.205E+01 0.235E+00
 0.108E-03 0.205E+01 0.232E+00
 0.114E-03 0.206E+01 0.232E+00
 0.121E-03 0.207E+01 0.233E+00
 0.128E-03 0.207E+01 0.235E+00
 0.135E-03 0.208E+01 0.235E+00
 0.143E-03 0.209E+01 0.236E+00
 0.151E-03 0.210E+01 0.235E+00
 0.160E-03 0.211E+01 0.233E+00
 0.170E-03 0.212E+01 0.235E+00
 0.180E-03 0.213E+01 0.234E+00
 0.190E-03 0.214E+01 0.231E+00
 0.201E-03 0.215E+01 0.231E+00
 0.213E-03 0.216E+01 0.227E+00
 0.226E-03 0.216E+01 0.226E+00
 0.239E-03 0.217E+01 0.226E+00
 0.253E-03 0.218E+01 0.224E+00
 0.268E-03 0.218E+01 0.221E+00
 0.283E-03 0.219E+01 0.221E+00
 0.300E-03 0.219E+01 0.225E+00
 0.317E-03 0.220E+01 0.228E+00
 0.336E-03 0.221E+01 0.228E+00
 0.356E-03 0.222E+01 0.229E+00
 0.376E-03 0.224E+01 0.225E+00
 0.398E-03 0.224E+01 0.223E+00
 0.422E-03 0.225E+01 0.223E+00
 0.446E-03 0.226E+01 0.220E+00
 0.473E-03 0.227E+01 0.216E+00
 0.500E-03 0.227E+01 0.214E+00
 0.530E-03 0.228E+01 0.212E+00
 0.560E-03 0.228E+01 0.210E+00
 0.593E-03 0.229E+01 0.210E+00
 0.628E-03 0.229E+01 0.213E+00
 0.665E-03 0.229E+01 0.217E+00
 0.704E-03 0.230E+01 0.225E+00
 0.745E-03 0.231E+01 0.234E+00
 0.789E-03 0.232E+01 0.243E+00
 0.835E-03 0.234E+01 0.250E+00
 0.884E-03 0.236E+01 0.245E+00
 0.935E-03 0.237E+01 0.236E+00
 0.990E-03 0.238E+01 0.232E+00
 0.105E-02 0.238E+01 0.222E+00
 0.111E-02 0.239E+01 0.231E+00
 0.117E-02 0.240E+01 0.233E+00
 0.124E-02 0.242E+01 0.235E+00
 0.132E-02 0.244E+01 0.208E+00
 0.139E-02 0.243E+01 0.194E+00
 0.147E-02 0.243E+01 0.196E+00
 0.156E-02 0.243E+01 0.198E+00
 0.165E-02 0.244E+01 0.199E+00
 0.175E-02 0.244E+01 0.198E+00
 0.185E-02 0.244E+01 0.199E+00
 0.196E-02 0.245E+01 0.200E+00
 0.207E-02 0.245E+01 0.200E+00
 0.219E-02 0.246E+01 0.202E+00
 0.232E-02 0.246E+01 0.203E+00
 0.246E-02 0.247E+01 0.204E+00
 0.260E-02 0.247E+01 0.204E+00
 0.276E-02 0.251E+01 0.204E+00
 0.292E-02 0.251E+01 0.205E+00
 0.309E-02 0.252E+01 0.205E+00
 0.327E-02 0.253E+01 0.206E+00
 0.346E-02 0.253E+01 0.206E+00
 0.366E-02 0.254E+01 0.206E+00
 0.388E-02 0.255E+01 0.206E+00
 0.410E-02 0.255E+01 0.207E+00
 0.434E-02 0.256E+01 0.207E+00
 0.460E-02 0.256E+01 0.209E+00
 0.487E-02 0.257E+01 0.211E+00
 0.515E-02 0.258E+01 0.214E+00
 0.545E-02 0.259E+01 0.217E+00
 0.577E-02 0.259E+01 0.217E+00
 0.611E-02 0.260E+01 0.216E+00
 0.647E-02 0.261E+01 0.216E+00
 0.685E-02 0.261E+01 0.220E+00
 0.725E-02 0.262E+01 0.223E+00
 0.767E-02 0.262E+01 0.227E+00
 0.812E-02 0.263E+01 0.230E+00
 0.860E-02 0.264E+01 0.234E+00
 0.910E-02 0.265E+01 0.240E+00
 0.963E-02 0.266E+01 0.245E+00
